Unnamed: 0,task_types,graph_url,item_ids,graph_types,question,graph_types_ctl,task_types_ctl,test_name,open_answer,prop_correct,controlled
92,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderalph_colorgrey20.png,HOLF_93,barchart,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
93,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderalph_colorgrey20.png,HOLF_94,barchart,"On average, how many miles per hour was Emily when categorized as a hurricane?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
94,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_95,barchart,"On average, how many miles per hour was Emily when categorized as a hurricane?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
95,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderalph_colorgrey20.png,HOLF_96,barchart,How many miles per hour faster was the fastest storm compared to the slowest storm?,Bar chart,determine_range,HOLF,open-answer,0.0,1
96,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderalph_colorgrey20.png,HOLF_97,barchart,"On average, how many miles per hour are storms categorized as tropical storms?",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
97,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderalph_colorgrey20.png,HOLF_98,barchart,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",Bar chart,make_comparisons,HOLF,open-answer,0.4,1
98,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,HOLF_99,barchart,How many miles per hour faster was the fastest storm compared to the slowest storm?,Bar chart,determine_range,HOLF,open-answer,0.0,1
99,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,HOLF_100,barchart,"On average, how many miles per hour are storms categorized as tropical storms?",Bar chart,retrieve_value,HOLF,open-answer,1.0,1
100,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,HOLF_101,barchart,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",Bar chart,make_comparisons,HOLF,open-answer,0.2727272727272727,1
101,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,HOLF_102,barchart,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",Bar chart,make_comparisons,HOLF,open-answer,0.2,1
102,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,HOLF_103,barchart,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",Bar chart,make_comparisons,HOLF,open-answer,0.18181818181818182,1
103,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,HOLF_104,barchart,"On average, how many miles per hour was Emily when categorized as a hurricane?",Bar chart,retrieve_value,HOLF,open-answer,0.7,1
104,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,HOLF_105,barchart,"On average, how many miles per hour was Emily when categorized as a hurricane?",Bar chart,retrieve_value,HOLF,open-answer,1.0,1
105,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,HOLF_106,barchart,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",Bar chart,determine_range,HOLF,open-answer,0.1111111111111111,1
106,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,HOLF_107,barchart,"On average, how many miles per hour are storms categorized as tropical storms?",Bar chart,retrieve_value,HOLF,open-answer,0.5714285714285714,1
107,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,HOLF_108,barchart,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",Bar chart,make_comparisons,HOLF,open-answer,0.6363636363636364,1
108,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_109,barchart,How many miles per hour faster was the fastest storm compared to the slowest storm?,Bar chart,determine_range,HOLF,open-answer,0.0,1
109,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,HOLF_110,barchart,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",Bar chart,make_comparisons,HOLF,open-answer,0.8,1
110,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderalph_colorgrey20.png,HOLF_111,barchart,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",Bar chart,make_comparisons,HOLF,open-answer,0.36363636363636365,1
111,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,HOLF_112,barchart,"On average, how long does it take women from DC to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.6666666666666666,1
112,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_113,barchart,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",Bar chart,make_comparisons,HOLF,open-answer,0.36363636363636365,1
113,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,HOLF_114,barchart,"On average, how long does it take women to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.7777777777777778,1
114,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,HOLF_115,barchart,"On average, how much longer does it take women from VA to complete the race compared to women from MD? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
115,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_116,barchart,"On average, how long does it take women to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.9090909090909091,1
116,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_117,barchart,"On average, how much longer does it take women from VA to complete the race compared to women from MD? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
117,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_118,barchart,"On average, how much longer does it take women to complete the race relative to men? ",Bar chart,make_comparisons,HOLF,open-answer,0.36363636363636365,1
118,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderalph_colorgrey20.png,HOLF_119,barchart,"On average, how long does it take women from DC to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,1.0,1
119,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderalph_colorgrey20.png,HOLF_120,barchart,"On average, how long does it take women to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,1.0,1
120,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,HOLF_121,barchart,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,Bar chart,determine_range,HOLF,open-answer,0.0,1
121,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderlarge_to_small_colorgrey20.png,HOLF_122,barchart,"On average, how much longer does it take women from VA to complete the race compared to women from MD? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
122,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_123,barchart,How much higher are education levels between the region with the highest education level compared to the region with the lowest education level?,Bar chart,determine_range,HOLF,open-answer,0.0,1
123,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_124,barchart,"On average, how long does it take women to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.1111111111111111,1
124,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_125,barchart,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",Bar chart,determine_range,HOLF,open-answer,0.0,1
125,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderalph_colorgrey20.png,HOLF_126,barchart,"Within women, how much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?",Bar chart,determine_range,HOLF,open-answer,0.3,1
126,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderlarge_to_small_colorgrey20.png,HOLF_127,barchart,"On average, how long does it take women to complete the race?",Bar chart,retrieve_value,HOLF,open-answer,0.6666666666666666,1
127,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderalph_colorgrey20.png,HOLF_128,barchart,How much higher are reading scores between the grade with the highest scores compared to the grade with the lowest score?,Bar chart,determine_range,HOLF,open-answer,0.2,1
128,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderalph_colorgrey20.png,HOLF_129,barchart,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",Bar chart,make_comparisons,HOLF,open-answer,0.6666666666666666,1
129,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderalph_colorgrey20.png,HOLF_130,barchart,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.8181818181818182,1
130,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,HOLF_131,barchart,How much higher are reading scores between the grade with the highest scores compared to the grade with the lowest score?,Bar chart,determine_range,HOLF,open-answer,0.42857142857142855,1
131,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetgrade_reorderlarge_to_small_colorgrey20.png,HOLF_132,barchart,"On average, what is the reading score of students who are in regular-sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.5555555555555556,1
132,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderalph_colorgrey20.png,HOLF_133,barchart,How much higher are reading scores between the grade with the highest scores compared to the grade with the lowest score?,Bar chart,determine_range,HOLF,open-answer,0.0,1
133,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1class_type_facetnone_reorderalph_colorgrey20.png,HOLF_134,barchart,"On average, what is the reading score of 3rd graders who are in regular sized classrooms? ",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
134,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderalph_colorgrey20.png,HOLF_135,barchart,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,Bar chart,determine_range,HOLF,open-answer,0.6,1
135,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_136,barchart,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",Bar chart,determine_range,HOLF,open-answer,0.0,1
136,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderalph_colorgrey20.png,HOLF_137,barchart,"On average, what is the distance that American Airlines travels when departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
137,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,HOLF_138,barchart,"On average, what is the education level of people living on the West Coast who report being very happy?",Bar chart,retrieve_value,HOLF,open-answer,0.9090909090909091,1
138,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,HOLF_139,barchart,"On average, what is the distance that American Airlines travels when departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.9,1
139,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,HOLF_140,barchart,"On average, how much further do airlines travel when departing from Newark compared to JFK?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
140,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,HOLF_141,barchart,"On average, what is injury severity level of drivers?",Bar chart,retrieve_value,HOLF,open-answer,0.8,1
141,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_142,barchart,"On average, what is the distance traveled by flights departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.8181818181818182,1
142,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderlarge_to_small_colorgrey20.png,HOLF_143,barchart,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",Bar chart,make_comparisons,HOLF,open-answer,0.1,1
143,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facethappy_reorderalph_colorgrey20.png,HOLF_144,barchart,"On average, how much higher is the education level of people living in the South who report being unhappy compared to those who report being very happy? ",Bar chart,make_comparisons,HOLF,open-answer,0.5454545454545454,1
144,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,HOLF_145,barchart,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,Bar chart,determine_range,HOLF,open-answer,0.1111111111111111,1
145,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_146,barchart,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",Bar chart,determine_range,HOLF,open-answer,0.0,1
146,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetregion_reorderlarge_to_small_colorgrey20.png,HOLF_147,barchart,"On average, how much higher is the education level of people living in the South who report being unhappy compared to those who report being very happy? ",Bar chart,make_comparisons,HOLF,open-answer,1.0,1
147,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderlarge_to_small_colorgrey20.png,HOLF_148,barchart,"On average, what is the distance traveled by flights departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.2,1
148,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,HOLF_149,barchart,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",Bar chart,make_comparisons,HOLF,open-answer,0.2727272727272727,1
149,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetnone_reorderalph_colorgrey20.png,HOLF_150,barchart,"On average, what is injury severity level of drivers?",Bar chart,retrieve_value,HOLF,open-answer,0.9,1
150,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderalph_colorgrey20.png,HOLF_151,barchart,"On average, how much higher is the education level of people living in the South who report being unhappy compared to those who report being very happy? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
151,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderalph_colorgrey20.png,HOLF_152,barchart,"On average, how much higher is the education level of people who report being very happy compared to people who report being unhappy? ",Bar chart,make_comparisons,HOLF,open-answer,0.2,1
152,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,HOLF_153,barchart,"On average, what is the distance traveled by flights departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.36363636363636365,1
153,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_154,barchart,"On average, what is the distance traveled by flights departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.5555555555555556,1
154,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderalph_colorgrey20.png,HOLF_155,barchart,"On average, how much further do airlines travel when departing from Newark compared to JFK?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
155,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderalph_colorgrey20.png,HOLF_156,barchart,"On average, what is the distance that American Airlines travels when departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
156,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facethappy_reorderalph_colorgrey20.png,HOLF_157,barchart,"On average, what is the education level of people who report being pretty happy?",Bar chart,retrieve_value,HOLF,open-answer,0.9090909090909091,1
157,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1occRole_facetdecade_reorderalph_colorgrey20.png,HOLF_158,barchart,"On average, what was the injury severity level of drivers in the 1990s?",Bar chart,retrieve_value,HOLF,open-answer,0.6666666666666666,1
158,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1happy_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_159,barchart,"On average, what is the education level of people living on the West Coast who report being very happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
159,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderalph_colorgrey20.png,HOLF_160,barchart,"On average, how much further do airlines travel when departing from Newark compared to JFK?",Bar chart,make_comparisons,HOLF,open-answer,0.2,1
160,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderalph_colorgrey20.png,HOLF_161,barchart,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
161,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facethappy_reorderlarge_to_small_colorgrey20.png,HOLF_162,barchart,"On average, what is the education level of people living on the West Coast who report being very happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8888888888888888,1
162,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,HOLF_163,barchart,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,Bar chart,determine_range,HOLF,open-answer,0.0,1
163,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,HOLF_164,barchart,"On average, what is the distance that American Airlines travels when departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.5,1
164,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_165,barchart,"On average, what is injury severity level of drivers?",Bar chart,retrieve_value,HOLF,open-answer,0.6666666666666666,1
165,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderalph_colorgrey20.png,HOLF_166,barchart,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
166,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,HOLF_167,barchart,"On average, how much further do airlines travel when departing from Newark compared to JFK?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
167,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderalph_colorgrey20.png,HOLF_168,barchart,"On average, what is the education level of people living on the West Coast who report being very happy?",Bar chart,retrieve_value,HOLF,open-answer,0.8,1
168,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,HOLF_169,barchart,"On average, how much higher is the injury severity level of backseat passengers compared to drivers?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
169,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_170,barchart,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,Bar chart,determine_range,HOLF,open-answer,0.0,1
170,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderalph_colorgrey20.png,HOLF_171,barchart,"On average, what is injury severity level of drivers?",Bar chart,retrieve_value,HOLF,open-answer,0.6363636363636364,1
171,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetoccRole_reorderlarge_to_small_colorgrey20.png,HOLF_172,barchart,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,Bar chart,determine_range,HOLF,open-answer,0.0,1
172,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_173,barchart,"On average, what is the distance that American Airlines travels when departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.0,1
173,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,HOLF_174,barchart,How much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?,Bar chart,determine_range,HOLF,open-answer,0.0,1
174,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetorigin_reorderalph_colorgrey20.png,HOLF_175,barchart,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",Bar chart,make_comparisons,HOLF,open-answer,0.125,1
175,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderalph_colorgrey20.png,HOLF_176,barchart,"On average, how much longer does it take women from VA to complete the race compared to women from MD? ",Bar chart,make_comparisons,HOLF,open-answer,0.2222222222222222,1
176,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetsex_reorderalph_colorgrey20.png,HOLF_177,barchart,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,Bar chart,determine_range,HOLF,open-answer,0.1111111111111111,1
177,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_178,barchart,"On average, how much further do airlines travel when departing from Newark compared to JFK?",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
178,retrieve_value,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,HOLF_179,barchart,"On average, what is the distance traveled by flights departing from JFK?",Bar chart,retrieve_value,HOLF,open-answer,0.3333333333333333,1
179,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_180,barchart,"On average, how much longer does it take women to complete the race relative to men? ",Bar chart,make_comparisons,HOLF,open-answer,0.0,1
180,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1carrier_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_181,barchart,"Within flights departing from JFK, how much further does the airline traveling the longest distance travel compared to the airline traveling the shortest distance?",Bar chart,determine_range,HOLF,open-answer,0.6,1
181,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetstate_reorderalph_colorgrey20.png,HOLF_182,barchart,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,Bar chart,determine_range,HOLF,open-answer,0.0,1
182,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderlarge_to_small_colorgrey20.png,HOLF_183,barchart,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",Bar chart,make_comparisons,HOLF,open-answer,0.7142857142857143,1
183,determine_range,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1state_facetnone_reorderlarge_to_small_colorgrey20.png,HOLF_184,barchart,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,Bar chart,determine_range,HOLF,open-answer,0.2,1
184,make_comparisons,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/flights/flights_x1origin_facetcarrier_reorderalph_colorgrey20.png,HOLF_185,barchart,"On average, how much further do American Airline flights departing from JFK travel compared to when they are departing from LaGuardia?",Bar chart,make_comparisons,HOLF,open-answer,0.4444444444444444,1
